survived,pclass,sex,age,sibsp,parch,fare,embarked,family_size,is_alone,age_group,fare_category,title,survival_priority,fare_per_person
0,1,male,40.0,0,0,0.0,S,1,1,Dewasa,Murah,Mr,Rendah,0.0
0,3,female,28.0,0,0,7.75,Q,1,1,Dewasa_Muda,Murah,Miss,Sedang,7.75
0,2,male,36.0,0,0,10.5,S,1,1,Dewasa,Menengah,Mr,Rendah,10.5
0,3,male,16.0,4,1,39.6875,S,6,0,Remaja,Sangat_Mahal,Mr,Rendah,6.614583333333333
1,3,male,25.0,1,0,7.775,S,2,0,Dewasa_Muda,Murah,Mr,Rendah,3.8875
1,1,female,58.0,0,1,153.4625,S,2,0,Dewasa,Sangat_Mahal,Mrs,Tinggi,76.73125
1,1,female,35.0,0,0,135.6333,S,1,1,Dewasa_Muda,Sangat_Mahal,Miss,Tinggi,135.6333
0,1,male,28.0,0,0,31.0,S,1,1,Dewasa_Muda,Mahal,Mr,Rendah,31.0
1,3,male,25.0,0,0,0.0,S,1,1,Dewasa_Muda,Murah,Mr,Rendah,0.0
1,2,female,41.0,0,1,19.5,S,2,0,Dewasa,Mahal,Mrs,Sedang,9.75
0,1,male,37.0,0,1,29.7,C,2,0,Dewasa,Mahal,Mr,Rendah,14.85
1,3,female,28.0,0,0,7.75,Q,1,1,Dewasa_Muda,Murah,Miss,Sedang,7.75
1,1,female,63.0,1,0,77.9583,S,2,0,Lansia,Sangat_Mahal,Miss,Tinggi,38.97915
0,3,female,45.0,0,0,7.75,S,1,1,Dewasa,Murah,Miss,Sedang,7.75
0,2,male,28.0,0,0,0.0,S,1,1,Dewasa_Muda,Murah,Mr,Rendah,0.0
0,3,male,7.0,4,1,29.125,Q,6,0,Anak,Mahal,Master,Sedang,4.854166666666667
1,3,female,35.0,1,1,20.25,S,3,0,Dewasa_Muda,Mahal,Mrs,Sedang,6.75
0,3,male,65.0,0,0,7.75,Q,1,1,Lansia,Murah,Mr,Rendah,7.75
0,3,male,28.0,0,0,7.8542,S,1,1,Dewasa_Muda,Murah,Mr,Rendah,7.8542
0,3,male,16.0,0,0,9.5,S,1,1,Remaja,Menengah,Mr,Rendah,9.5
1,3,male,19.0,0,0,8.05,S,1,1,Dewasa_Muda,Menengah,Mr,Rendah,8.05
0,1,male,28.0,0,0,26.0,S,1,1,Dewasa_Muda,Mahal,Mr,Rendah,26.0
0,3,male,33.0,0,0,8.6625,C,1,1,Dewasa_Muda,Menengah,Mr,Rendah,8.6625
1,3,male,30.0,0,0,9.5,S,1,1,Dewasa_Muda,Menengah,Mr,Rendah,9.5
0,3,male,22.0,0,0,7.8958,S,1,1,Dewasa_Muda,Murah,Mr,Rendah,7.8958
1,2,male,42.0,0,0,13.0,S,1,1,Dewasa,Menengah,Mr,Rendah,13.0
1,3,female,22.0,0,0,7.75,Q,1,1,Dewasa_Muda,Murah,Miss,Sedang,7.75
1,1,female,26.0,0,0,78.85,S,1,1,Dewasa_Muda,Sangat_Mahal,Miss,Tinggi,78.85
1,1,female,19.0,1,0,91.0792,C,2,0,Dewasa_Muda,Sangat_Mahal,Mrs,Tinggi,45.5396
0,2,male,36.0,0,0,12.875,C,1,1,Dewasa,Menengah,Mr,Rendah,12.875
0,3,female,24.0,0,0,8.85,S,1,1,Dewasa_Muda,Menengah,Miss,Sedang,8.85
0,3,male,24.0,0,0,7.8958,S,1,1,Dewasa_Muda,Murah,Mr,Rendah,7.8958
0,1,male,28.0,0,0,27.7208,C,1,1,Dewasa_Muda,Mahal,Mr,Rendah,27.7208
0,3,male,23.5,0,0,7.2292,C,1,1,Dewasa_Muda,Murah,Mr,Rendah,7.2292
0,1,female,2.0,1,2,151.55,S,4,0,Anak,Sangat_Mahal,Miss,Tinggi,37.8875
1,1,male,28.0,0,0,30.5,S,1,1,Dewasa_Muda,Mahal,Mr,Rendah,30.5
1,1,female,50.0,0,1,247.5208,C,2,0,Dewasa,Sangat_Mahal,Mrs,Tinggi,123.7604
1,3,female,28.0,0,0,7.75,Q,1,1,Dewasa_Muda,Murah,Miss,Sedang,7.75
1,3,male,28.0,2,0,23.25,Q,3,0,Dewasa_Muda,Mahal,Mr,Rendah,7.75
0,3,male,19.0,0,0,0.0,S,1,1,Dewasa_Muda,Murah,Mr,Rendah,0.0
1,2,female,28.0,0,0,12.35,Q,1,1,Dewasa_Muda,Menengah,Miss,Sedang,12.35
0,3,male,28.0,0,0,8.05,S,1,1,Dewasa_Muda,Menengah,Mr,Rendah,8.05
1,1,male,0.92,1,2,151.55,S,4,0,Anak,Sangat_Mahal,Master,Tinggi,37.8875
1,1,female,28.0,0,0,110.8833,C,1,1,Dewasa_Muda,Sangat_Mahal,Miss,Tinggi,110.8833
1,1,female,17.0,1,0,108.9,C,2,0,Remaja,Sangat_Mahal,Mrs,Tinggi,54.45
0,2,male,30.0,1,0,24.0,C,2,0,Dewasa_Muda,Mahal,Mr,Rendah,12.0
1,1,female,30.0,0,0,56.9292,C,1,1,Dewasa_Muda,Sangat_Mahal,Miss,Tinggi,56.9292
1,1,female,24.0,0,0,83.1583,C,1,1,Dewasa_Muda,Sangat_Mahal,Miss,Tinggi,83.1583
1,1,female,18.0,2,2,262.375,C,5,0,Remaja,Sangat_Mahal,Miss,Tinggi,52.475
0,2,female,26.0,1,1,26.0,S,3,0,Dewasa_Muda,Mahal,Mrs,Sedang,8.666666666666666
0,3,male,28.0,0,0,7.8958,S,1,1,Dewasa_Muda,Murah,Mr,Rendah,7.8958
0,2,male,43.0,1,1,26.25,S,3,0,Dewasa,Mahal,Mr,Rendah,8.75
1,3,female,26.0,0,0,7.8542,S,1,1,Dewasa_Muda,Murah,Miss,Sedang,7.8542
1,2,female,24.0,1,0,26.0,S,2,0,Dewasa_Muda,Mahal,Mrs,Sedang,13.0
0,2,male,54.0,0,0,14.0,S,1,1,Dewasa,Menengah,Lainnya,Rendah,14.0
1,1,female,31.0,0,2,164.8667,S,3,0,Dewasa_Muda,Sangat_Mahal,Miss,Tinggi,54.95556666666667
1,1,female,40.0,1,1,134.5,C,3,0,Dewasa,Sangat_Mahal,Mrs,Tinggi,44.833333333333336
0,3,male,22.0,0,0,7.25,S,1,1,Dewasa_Muda,Murah,Mr,Rendah,7.25
0,3,male,27.0,0,0,7.8958,S,1,1,Dewasa_Muda,Murah,Mr,Rendah,7.8958
1,2,female,30.0,0,0,12.35,Q,1,1,Dewasa_Muda,Menengah,Miss,Sedang,12.35
1,2,female,22.0,1,1,29.0,S,3,0,Dewasa_Muda,Mahal,Mrs,Sedang,9.666666666666666
0,3,male,28.0,8,2,69.55,S,11,0,Dewasa_Muda,Sangat_Mahal,Mr,Rendah,6.322727272727272
1,1,female,36.0,0,0,135.6333,C,1,1,Dewasa,Sangat_Mahal,Miss,Tinggi,135.6333
0,3,male,61.0,0,0,6.2375,S,1,1,Lansia,Murah,Mr,Rendah,6.2375
1,2,female,36.0,0,0,13.0,S,1,1,Dewasa,Menengah,Mrs,Sedang,13.0
1,3,female,31.0,1,1,20.525,S,3,0,Dewasa_Muda,Mahal,Mrs,Sedang,6.841666666666666
1,1,female,16.0,0,1,57.9792,C,2,0,Remaja,Sangat_Mahal,Miss,Tinggi,28.9896
1,3,female,28.0,2,0,23.25,Q,3,0,Dewasa_Muda,Mahal,Miss,Sedang,7.75
0,1,male,45.5,0,0,28.5,S,1,1,Dewasa,Mahal,Mr,Rendah,28.5
0,1,male,38.0,0,1,153.4625,S,2,0,Dewasa,Sangat_Mahal,Mr,Rendah,76.73125
0,3,male,16.0,2,0,18.0,S,3,0,Remaja,Mahal,Mr,Rendah,6.0
1,1,female,28.0,1,0,133.65,S,2,0,Dewasa_Muda,Sangat_Mahal,Mrs,Tinggi,66.825
0,3,male,28.0,0,0,7.8958,S,1,1,Dewasa_Muda,Murah,Mr,Rendah,7.8958
0,1,male,29.0,1,0,66.6,S,2,0,Dewasa_Muda,Sangat_Mahal,Mr,Rendah,33.3
1,1,female,41.0,0,0,134.5,C,1,1,Dewasa,Sangat_Mahal,Miss,Tinggi,134.5
1,3,male,45.0,0,0,8.05,S,1,1,Dewasa,Menengah,Mr,Rendah,8.05
0,1,male,45.0,0,0,35.5,S,1,1,Dewasa,Sangat_Mahal,Mr,Rendah,35.5
1,2,male,2.0,1,1,26.0,S,3,0,Anak,Mahal,Master,Sedang,8.666666666666666
1,1,female,24.0,3,2,263.0,S,6,0,Dewasa_Muda,Sangat_Mahal,Miss,Tinggi,43.833333333333336
0,2,male,28.0,0,0,13.0,S,1,1,Dewasa_Muda,Menengah,Mr,Rendah,13.0
0,2,male,25.0,0,0,13.0,S,1,1,Dewasa_Muda,Menengah,Mr,Rendah,13.0
0,2,male,36.0,0,0,13.0,S,1,1,Dewasa,Menengah,Mr,Rendah,13.0
1,2,female,24.0,0,0,13.0,S,1,1,Dewasa_Muda,Menengah,Miss,Sedang,13.0
1,2,female,40.0,0,0,13.0,S,1,1,Dewasa,Menengah,Miss,Sedang,13.0
1,3,female,28.0,1,0,16.1,S,2,0,Dewasa_Muda,Mahal,Mrs,Sedang,8.05
1,3,male,3.0,1,1,15.9,S,3,0,Anak,Mahal,Master,Sedang,5.3
0,3,male,42.0,0,0,8.6625,S,1,1,Dewasa,Menengah,Mr,Rendah,8.6625
0,3,male,23.0,0,0,9.225,S,1,1,Dewasa_Muda,Menengah,Mr,Rendah,9.225
0,1,male,28.0,0,0,35.0,S,1,1,Dewasa_Muda,Sangat_Mahal,Mr,Rendah,35.0
0,3,male,15.0,1,1,7.2292,C,3,0,Remaja,Murah,Mr,Rendah,2.409733333333333
0,3,male,25.0,1,0,17.8,S,2,0,Dewasa_Muda,Mahal,Mr,Rendah,8.9
0,3,male,28.0,0,0,7.225,C,1,1,Dewasa_Muda,Murah,Mr,Rendah,7.225
0,3,male,28.0,0,0,9.5,S,1,1,Dewasa_Muda,Menengah,Mr,Rendah,9.5
1,1,female,22.0,0,1,55.0,S,2,0,Dewasa_Muda,Sangat_Mahal,Miss,Tinggi,27.5
0,2,female,38.0,0,0,13.0,S,1,1,Dewasa,Menengah,Miss,Sedang,13.0
1,3,female,28.0,0,0,7.8792,Q,1,1,Dewasa_Muda,Murah,Miss,Sedang,7.8792
1,3,female,28.0,0,0,7.8792,Q,1,1,Dewasa_Muda,Murah,Miss,Sedang,7.8792
0,3,male,40.0,1,4,27.9,S,6,0,Dewasa,Mahal,Mr,Rendah,4.6499999999999995
0,2,male,29.0,1,0,27.7208,C,2,0,Dewasa_Muda,Mahal,Mr,Rendah,13.8604
0,3,female,45.0,0,1,14.4542,C,2,0,Dewasa,Mahal,Mrs,Sedang,7.2271
0,3,male,35.0,0,0,7.05,S,1,1,Dewasa_Muda,Murah,Mr,Rendah,7.05
0,3,male,28.0,1,0,15.5,Q,2,0,Dewasa_Muda,Mahal,Mr,Rendah,7.75
0,3,male,30.0,0,0,7.25,S,1,1,Dewasa_Muda,Murah,Mr,Rendah,7.25
1,1,female,60.0,1,0,75.25,C,2,0,Dewasa,Sangat_Mahal,Mrs,Tinggi,37.625
1,3,female,28.0,0,0,7.2292,C,1,1,Dewasa_Muda,Murah,Mrs,Sedang,7.2292
1,3,female,28.0,0,0,7.75,Q,1,1,Dewasa_Muda,Murah,Miss,Sedang,7.75
1,1,female,24.0,0,0,69.3,C,1,1,Dewasa_Muda,Sangat_Mahal,Mrs,Tinggi,69.3
1,1,male,25.0,1,0,55.4417,C,2,0,Dewasa_Muda,Sangat_Mahal,Mr,Rendah,27.72085
0,3,male,18.0,1,0,6.4958,S,2,0,Remaja,Murah,Mr,Rendah,3.2479
0,3,male,19.0,0,0,8.05,S,1,1,Dewasa_Muda,Menengah,Mr,Rendah,8.05
0,1,male,22.0,0,0,135.6333,C,1,1,Dewasa_Muda,Sangat_Mahal,Mr,Rendah,135.6333
0,3,female,3.0,3,1,21.075,S,5,0,Anak,Mahal,Miss,Tinggi,4.215
1,1,female,28.0,1,0,82.1708,C,2,0,Dewasa_Muda,Sangat_Mahal,Mrs,Tinggi,41.0854
1,3,female,22.0,0,0,7.25,S,1,1,Dewasa_Muda,Murah,Miss,Sedang,7.25
0,1,male,27.0,0,2,211.5,C,3,0,Dewasa_Muda,Sangat_Mahal,Mr,Rendah,70.5
0,3,male,20.0,0,0,4.0125,C,1,1,Dewasa_Muda,Murah,Mr,Rendah,4.0125
0,3,male,19.0,0,0,7.775,S,1,1,Dewasa_Muda,Murah,Mr,Rendah,7.775
1,1,female,42.0,0,0,227.525,C,1,1,Dewasa,Sangat_Mahal,Miss,Tinggi,227.525
1,3,female,1.0,0,2,15.7417,C,3,0,Anak,Mahal,Miss,Tinggi,5.247233333333333
0,3,male,32.0,0,0,7.925,S,1,1,Dewasa_Muda,Menengah,Mr,Rendah,7.925
1,1,female,35.0,1,0,52.0,S,2,0,Dewasa_Muda,Sangat_Mahal,Mrs,Tinggi,26.0
0,3,male,28.0,0,0,7.8958,S,1,1,Dewasa_Muda,Murah,Mr,Rendah,7.8958
0,2,male,18.0,0,0,73.5,S,1,1,Remaja,Sangat_Mahal,Mr,Rendah,73.5
0,3,male,1.0,5,2,46.9,S,8,0,Anak,Sangat_Mahal,Master,Sedang,5.8625
1,2,female,36.0,0,0,13.0,S,1,1,Dewasa,Menengah,Miss,Sedang,13.0
0,3,male,28.0,0,0,7.7292,Q,1,1,Dewasa_Muda,Murah,Mr,Rendah,7.7292
1,2,female,17.0,0,0,12.0,C,1,1,Remaja,Menengah,Miss,Sedang,12.0
1,1,male,36.0,1,2,120.0,S,4,0,Dewasa,Sangat_Mahal,Mr,Rendah,30.0
1,3,male,21.0,0,0,7.7958,S,1,1,Dewasa_Muda,Murah,Mr,Rendah,7.7958
0,3,male,28.0,2,0,7.925,S,3,0,Dewasa_Muda,Menengah,Mr,Rendah,2.6416666666666666
1,1,female,23.0,1,0,113.275,C,2,0,Dewasa_Muda,Sangat_Mahal,Miss,Tinggi,56.6375
1,3,female,24.0,0,2,16.7,S,3,0,Dewasa_Muda,Mahal,Mrs,Sedang,5.566666666666666
0,3,male,22.0,0,0,7.7958,S,1,1,Dewasa_Muda,Murah,Mr,Rendah,7.7958
0,3,female,31.0,0,0,7.8542,S,1,1,Dewasa_Muda,Murah,Miss,Sedang,7.8542
0,2,male,46.0,0,0,26.0,S,1,1,Dewasa,Mahal,Mr,Rendah,26.0
0,2,male,23.0,0,0,10.5,S,1,1,Dewasa_Muda,Menengah,Lainnya,Rendah,10.5
1,2,female,28.0,0,0,12.65,S,1,1,Dewasa_Muda,Menengah,Mrs,Sedang,12.65
1,3,male,39.0,0,0,7.925,S,1,1,Dewasa,Menengah,Mr,Rendah,7.925
0,3,male,26.0,0,0,8.05,S,1,1,Dewasa_Muda,Menengah,Mr,Rendah,8.05
0,3,female,21.0,1,0,9.825,S,2,0,Dewasa_Muda,Menengah,Miss,Sedang,4.9125
0,3,male,28.0,1,0,15.85,S,2,0,Dewasa_Muda,Mahal,Mr,Rendah,7.925
0,3,female,20.0,0,0,8.6625,S,1,1,Dewasa_Muda,Menengah,Miss,Sedang,8.6625
0,2,male,34.0,1,0,21.0,S,2,0,Dewasa_Muda,Mahal,Mr,Rendah,10.5
0,3,male,51.0,0,0,7.75,S,1,1,Dewasa,Murah,Mr,Rendah,7.75
1,2,male,3.0,1,1,18.75,S,3,0,Anak,Mahal,Master,Sedang,6.25
0,3,male,21.0,0,0,7.775,S,1,1,Dewasa_Muda,Murah,Mr,Rendah,7.775
0,3,female,28.0,3,1,25.4667,S,5,0,Dewasa_Muda,Mahal,Miss,Sedang,5.0933399999999995
0,3,male,28.0,0,0,7.8958,S,1,1,Dewasa_Muda,Murah,Mr,Rendah,7.8958
0,3,male,28.0,0,0,6.8583,Q,1,1,Dewasa_Muda,Murah,Mr,Rendah,6.8583
1,1,female,33.0,1,0,90.0,Q,2,0,Dewasa_Muda,Sangat_Mahal,Miss,Tinggi,45.0
0,2,male,28.0,0,0,0.0,S,1,1,Dewasa_Muda,Murah,Mr,Rendah,0.0
1,3,male,44.0,0,0,7.925,S,1,1,Dewasa,Menengah,Mr,Rendah,7.925
0,3,female,28.0,0,0,8.05,S,1,1,Dewasa_Muda,Menengah,Mrs,Sedang,8.05
1,2,female,34.0,1,1,32.5,S,3,0,Dewasa_Muda,Sangat_Mahal,Mrs,Sedang,10.833333333333334
1,2,female,18.0,0,2,13.0,S,3,0,Remaja,Menengah,Miss,Sedang,4.333333333333333
0,2,male,30.0,0,0,13.0,S,1,1,Dewasa_Muda,Menengah,Mr,Rendah,13.0
0,3,female,10.0,0,2,24.15,S,3,0,Anak,Mahal,Miss,Tinggi,8.049999999999999
0,3,male,28.0,0,0,7.8958,C,1,1,Dewasa_Muda,Murah,Mr,Rendah,7.8958
0,3,male,21.0,0,0,7.7333,Q,1,1,Dewasa_Muda,Murah,Mr,Rendah,7.7333
0,3,male,29.0,0,0,7.875,S,1,1,Dewasa_Muda,Murah,Mr,Rendah,7.875
0,3,female,28.0,1,1,14.4,S,3,0,Dewasa_Muda,Menengah,Mrs,Sedang,4.8
0,3,male,18.0,1,1,20.2125,S,3,0,Remaja,Mahal,Mr,Rendah,6.7375
0,3,male,28.0,0,0,7.25,S,1,1,Dewasa_Muda,Murah,Mr,Rendah,7.25
1,2,female,28.0,1,0,26.0,S,2,0,Dewasa_Muda,Mahal,Mrs,Sedang,13.0
1,2,female,19.0,0,0,26.0,S,1,1,Dewasa_Muda,Mahal,Miss,Sedang,26.0
0,3,male,28.0,0,0,7.75,Q,1,1,Dewasa_Muda,Murah,Mr,Rendah,7.75
1,3,male,32.0,0,0,8.05,S,1,1,Dewasa_Muda,Menengah,Mr,Rendah,8.05
1,1,male,28.0,0,0,26.55,S,1,1,Dewasa_Muda,Mahal,Mr,Rendah,26.55
1,3,female,28.0,1,0,16.1,S,2,0,Dewasa_Muda,Mahal,Mrs,Sedang,8.05
1,2,female,42.0,1,0,26.0,S,2,0,Dewasa,Mahal,Mrs,Sedang,13.0
0,3,male,17.0,0,0,7.125,S,1,1,Remaja,Murah,Mr,Rendah,7.125
0,1,male,50.0,1,0,55.9,S,2,0,Dewasa,Sangat_Mahal,Mr,Rendah,27.95
1,1,female,14.0,1,2,120.0,S,4,0,Remaja,Sangat_Mahal,Miss,Tinggi,30.0
0,3,female,21.0,2,2,34.375,S,5,0,Dewasa_Muda,Sangat_Mahal,Miss,Sedang,6.875
1,2,female,24.0,2,3,18.75,S,6,0,Dewasa_Muda,Mahal,Mrs,Sedang,3.125
0,1,male,64.0,1,4,263.0,S,6,0,Lansia,Sangat_Mahal,Mr,Rendah,43.833333333333336
0,2,male,31.0,0,0,10.5,S,1,1,Dewasa_Muda,Menengah,Mr,Rendah,10.5
1,2,female,45.0,1,1,26.25,S,3,0,Dewasa,Mahal,Mrs,Sedang,8.75
0,3,male,20.0,0,0,9.5,S,1,1,Dewasa_Muda,Menengah,Mr,Rendah,9.5
0,3,male,25.0,1,0,7.775,S,2,0,Dewasa_Muda,Murah,Mr,Rendah,3.8875
1,2,female,28.0,0,0,13.0,S,1,1,Dewasa_Muda,Menengah,Miss,Sedang,13.0
1,3,male,28.0,0,0,8.1125,S,1,1,Dewasa_Muda,Menengah,Mr,Rendah,8.1125
1,1,male,4.0,0,2,81.8583,S,3,0,Anak,Sangat_Mahal,Master,Tinggi,27.2861
1,2,female,13.0,0,1,19.5,S,2,0,Remaja,Mahal,Miss,Sedang,9.75
1,1,male,34.0,0,0,26.55,S,1,1,Dewasa_Muda,Mahal,Mr,Rendah,26.55
1,3,female,5.0,2,1,19.2583,C,4,0,Anak,Mahal,Miss,Tinggi,4.814575
1,1,male,52.0,0,0,30.5,S,1,1,Dewasa,Mahal,Lainnya,Rendah,30.5
0,2,male,36.0,1,2,27.75,S,4,0,Dewasa,Mahal,Mr,Rendah,6.9375
0,3,male,28.0,1,0,19.9667,S,2,0,Dewasa_Muda,Mahal,Mr,Rendah,9.98335
0,1,male,30.0,0,0,27.75,C,1,1,Dewasa_Muda,Mahal,Mr,Rendah,27.75
1,1,male,49.0,1,0,89.1042,C,2,0,Dewasa,Sangat_Mahal,Mr,Rendah,44.5521
0,3,male,28.0,0,0,8.05,S,1,1,Dewasa_Muda,Menengah,Mr,Rendah,8.05
1,3,male,29.0,0,0,7.8958,C,1,1,Dewasa_Muda,Murah,Mr,Rendah,7.8958
0,1,male,65.0,0,0,26.55,S,1,1,Lansia,Mahal,Mr,Rendah,26.55
1,1,female,28.0,1,0,51.8625,S,2,0,Dewasa_Muda,Sangat_Mahal,Mrs,Tinggi,25.93125
1,2,female,50.0,0,0,10.5,S,1,1,Dewasa,Menengah,Miss,Sedang,10.5
0,3,male,28.0,0,0,7.75,Q,1,1,Dewasa_Muda,Murah,Mr,Rendah,7.75
1,1,male,48.0,0,0,26.55,S,1,1,Dewasa,Mahal,Mr,Rendah,26.55
0,3,male,34.0,0,0,8.05,S,1,1,Dewasa_Muda,Menengah,Mr,Rendah,8.05
0,1,male,47.0,0,0,38.5,S,1,1,Dewasa,Sangat_Mahal,Mr,Rendah,38.5
0,2,male,48.0,0,0,13.0,S,1,1,Dewasa,Menengah,Mr,Rendah,13.0
0,3,male,28.0,0,0,8.05,S,1,1,Dewasa_Muda,Menengah,Mr,Rendah,8.05
0,3,male,38.0,0,0,7.05,S,1,1,Dewasa,Murah,Mr,Rendah,7.05
0,2,male,28.0,0,0,0.0,S,1,1,Dewasa_Muda,Murah,Mr,Rendah,0.0
0,1,male,56.0,0,0,26.55,S,1,1,Dewasa,Mahal,Mr,Rendah,26.55
0,3,male,28.0,0,0,7.725,Q,1,1,Dewasa_Muda,Murah,Mr,Rendah,7.725
1,3,female,0.75,2,1,19.2583,C,4,0,Anak,Mahal,Miss,Tinggi,4.814575
0,3,male,28.0,0,0,7.25,S,1,1,Dewasa_Muda,Murah,Mr,Rendah,7.25
0,3,male,38.0,0,0,8.6625,S,1,1,Dewasa,Menengah,Mr,Rendah,8.6625
1,2,female,33.0,1,2,27.75,S,4,0,Dewasa_Muda,Mahal,Mrs,Sedang,6.9375
1,2,female,23.0,0,0,13.7917,C,1,1,Dewasa_Muda,Menengah,Mrs,Sedang,13.7917
0,3,female,22.0,0,0,9.8375,S,1,1,Dewasa_Muda,Menengah,Miss,Sedang,9.8375
0,1,male,28.0,0,0,52.0,S,1,1,Dewasa_Muda,Sangat_Mahal,Mr,Rendah,52.0
0,2,male,34.0,1,0,21.0,S,2,0,Dewasa_Muda,Mahal,Mr,Rendah,10.5
0,3,male,29.0,1,0,7.0458,S,2,0,Dewasa_Muda,Murah,Mr,Rendah,3.5229
0,3,male,22.0,0,0,7.5208,S,1,1,Dewasa_Muda,Murah,Mr,Rendah,7.5208
1,3,female,2.0,0,1,12.2875,S,2,0,Anak,Menengah,Miss,Tinggi,6.14375
0,3,male,9.0,5,2,46.9,S,8,0,Anak,Sangat_Mahal,Master,Sedang,5.8625
0,2,male,28.0,0,0,0.0,S,1,1,Dewasa_Muda,Murah,Mr,Rendah,0.0
0,3,male,50.0,0,0,8.05,S,1,1,Dewasa,Menengah,Mr,Rendah,8.05
1,3,female,63.0,0,0,9.5875,S,1,1,Lansia,Menengah,Mrs,Sedang,9.5875
1,1,male,25.0,1,0,91.0792,C,2,0,Dewasa_Muda,Sangat_Mahal,Mr,Rendah,45.5396
0,3,female,28.0,3,1,25.4667,S,5,0,Dewasa_Muda,Mahal,Miss,Sedang,5.0933399999999995
1,1,female,35.0,1,0,90.0,S,2,0,Dewasa_Muda,Sangat_Mahal,Mrs,Tinggi,45.0
0,1,male,58.0,0,0,29.7,C,1,1,Dewasa,Mahal,Mr,Rendah,29.7
0,3,male,30.0,0,0,8.05,S,1,1,Dewasa_Muda,Menengah,Mr,Rendah,8.05
1,3,male,9.0,1,1,15.9,S,3,0,Anak,Mahal,Master,Sedang,5.3
0,3,male,28.0,1,0,19.9667,S,2,0,Dewasa_Muda,Mahal,Mr,Rendah,9.98335
0,3,male,21.0,0,0,7.25,S,1,1,Dewasa_Muda,Murah,Mr,Rendah,7.25
0,1,male,55.0,0,0,30.5,S,1,1,Dewasa,Mahal,Mr,Rendah,30.5
0,1,male,71.0,0,0,49.5042,C,1,1,Lansia,Sangat_Mahal,Mr,Rendah,49.5042
0,3,male,21.0,0,0,8.05,S,1,1,Dewasa_Muda,Menengah,Mr,Rendah,8.05
0,3,male,28.0,0,0,14.4583,C,1,1,Dewasa_Muda,Mahal,Mr,Rendah,14.4583
1,1,female,54.0,1,0,78.2667,C,2,0,Dewasa,Sangat_Mahal,Miss,Tinggi,39.13335
0,3,male,28.0,0,0,15.1,S,1,1,Dewasa_Muda,Mahal,Mr,Rendah,15.1
0,1,female,25.0,1,2,151.55,S,4,0,Dewasa_Muda,Sangat_Mahal,Mrs,Tinggi,37.8875
0,3,male,24.0,0,0,7.7958,S,1,1,Dewasa_Muda,Murah,Mr,Rendah,7.7958
0,3,male,17.0,0,0,8.6625,S,1,1,Remaja,Menengah,Mr,Rendah,8.6625
0,3,female,21.0,0,0,7.75,Q,1,1,Dewasa_Muda,Murah,Miss,Sedang,7.75
0,3,female,28.0,0,0,7.6292,Q,1,1,Dewasa_Muda,Murah,Miss,Sedang,7.6292
0,3,female,37.0,0,0,9.5875,S,1,1,Dewasa,Menengah,Miss,Sedang,9.5875
1,1,female,16.0,0,0,86.5,S,1,1,Remaja,Sangat_Mahal,Miss,Tinggi,86.5
0,1,male,18.0,1,0,108.9,C,2,0,Remaja,Sangat_Mahal,Mr,Rendah,54.45
1,2,female,33.0,0,2,26.0,S,3,0,Dewasa_Muda,Mahal,Mrs,Sedang,8.666666666666666
1,1,male,28.0,0,0,26.55,S,1,1,Dewasa_Muda,Mahal,Mr,Rendah,26.55
0,3,male,28.0,0,0,22.525,S,1,1,Dewasa_Muda,Mahal,Mr,Rendah,22.525
1,3,male,26.0,0,0,56.4958,S,1,1,Dewasa_Muda,Sangat_Mahal,Mr,Rendah,56.4958
1,3,male,29.0,0,0,7.75,Q,1,1,Dewasa_Muda,Murah,Mr,Rendah,7.75
0,3,male,28.0,0,0,8.05,S,1,1,Dewasa_Muda,Menengah,Mr,Rendah,8.05
1,1,male,36.0,0,0,26.2875,S,1,1,Dewasa,Mahal,Mr,Rendah,26.2875
1,1,female,54.0,1,0,59.4,C,2,0,Dewasa,Sangat_Mahal,Mrs,Tinggi,29.7
0,3,male,24.0,0,0,7.4958,S,1,1,Dewasa_Muda,Murah,Mr,Rendah,7.4958
0,1,male,47.0,0,0,34.0208,S,1,1,Dewasa,Sangat_Mahal,Mr,Rendah,34.0208
1,2,female,34.0,0,0,10.5,S,1,1,Dewasa_Muda,Menengah,Mrs,Sedang,10.5
0,3,male,28.0,0,0,24.15,Q,1,1,Dewasa_Muda,Mahal,Mr,Rendah,24.15
1,2,female,36.0,1,0,26.0,S,2,0,Dewasa,Mahal,Mrs,Sedang,13.0
0,3,male,32.0,0,0,7.8958,S,1,1,Dewasa_Muda,Murah,Mr,Rendah,7.8958
1,1,female,30.0,0,0,93.5,S,1,1,Dewasa_Muda,Sangat_Mahal,Miss,Tinggi,93.5
0,3,male,22.0,0,0,7.8958,S,1,1,Dewasa_Muda,Murah,Mr,Rendah,7.8958
0,3,male,28.0,0,0,7.225,C,1,1,Dewasa_Muda,Murah,Mr,Rendah,7.225
1,1,female,44.0,0,1,57.9792,C,2,0,Dewasa,Sangat_Mahal,Mrs,Tinggi,28.9896
0,3,male,28.0,0,0,7.2292,C,1,1,Dewasa_Muda,Murah,Mr,Rendah,7.2292
0,3,male,40.5,0,0,7.75,Q,1,1,Dewasa,Murah,Mr,Rendah,7.75
1,2,female,50.0,0,0,10.5,S,1,1,Dewasa,Menengah,Miss,Sedang,10.5
